uniprot_domain_id	uniprot_id	pfam_name	alignment_def	hmm_accession	hmm_name	hmm_type	hmm_clan_accession	hmm_clan_name
7033	Q8TEC5	zf-C3HC4	12:52	PF00097.20	zf-C3HC4	Domain	CL0229	RING
7034	Q8TEC5	SH3_2	129:182	PF07653.12	SH3_2	Domain	CL0010	SH3
7035	Q8TEC5	SH3_9	194:248	PF14604.1	SH3_9	Domain	CL0010	SH3
7036	Q8TEC5	SH3_9	387:436	PF14604.1	SH3_9	Domain	CL0010	SH3
7037	Q7Z7G1	SH2	309:392	PF00017.19	SH2	Domain	CL0541	SH2-like
7038	Q9H814	RNA_GG_bind	229:315	PF10258.4	RNA_GG_bind	Domain	\N	\N
7039	O15516	HLH	35:83	PF00010.21	HLH	Domain	\N	\N
7040	O15516	PAS	110:176	PF00989.19	PAS	Domain	CL0183	PAS_Fold
7041	O15516	PAS_11	274:378	PF14598.1	PAS_11	Domain	CL0183	PAS_Fold
7042	P61328	FGF	74:198	PF00167.13	FGF	Domain	CL0066	Trefoil
7043	Q9H741	DUF2054	68:195	PF10218.4	DUF2054	Family	\N	\N
7044	O95837	G-alpha	8:344	PF00503.15	G-alpha	Domain	CL0023	P-loop_NTPase
7045	Q6UX40	TMEM107	7:130	PF14995.1	TMEM107	Family	\N	\N
7046	O94811	p25-alpha	51:214	PF05517.7	p25-alpha	Family	\N	\N
7047	Q712K3	UQ_con	13:153	PF00179.21	UQ_con	Domain	CL0208	UBC
7048	Q5MCW4	KRAB	8:48	PF01352.22	KRAB	Family	\N	\N
7049	Q5MCW4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	201:225,256:280,285:308	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7050	Q5MCW4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	313:335,341:364,371:392	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7051	Q5MCW4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	396:421,427:447,452:476	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7052	Q5MCW4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	480:504,511:532,537:560	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7053	Q5MCW4	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	565:588,593:616,620:644	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7054	Q5MCW4	zf-H2C2_2	649:672	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
7055	O14753	zf-H2C2_2	160:184	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
7056	Q9P0Z9	DAO	9:363	PF01266.19	DAO	Domain	CL0063	\NADP_Rossmann
7057	Q9P0Z9	\NAD_binding_8	12:38	PF13450.1	\NAD_binding_8	Domain	CL0063	\NADP_Rossmann
7058	O94915	MOR2-PAG1_N	117:649	PF14222.1	MOR2-PAG1_N	Family	\N	\N
7059	O94915	MOR2-PAG1_mid	1167:1322	PF14228.1	MOR2-PAG1_mid	Family	\N	\N
7060	O94915	MOR2-PAG1_mid	1739:1861	PF14228.1	MOR2-PAG1_mid	Family	\N	\N
7061	O94915	MOR2-PAG1_C	1999:2257	PF14225.1	MOR2-PAG1_C	Family	\N	\N
7062	Q15738	3Beta_HSD	42:294	PF01073.14	3Beta_HSD	Family	CL0063	\NADP_Rossmann
7063	Q96AY2	ERCC4	257:439	PF02732.10	ERCC4	Domain	CL0236	PDDEXK
7064	P56278	TCL1_MTCP1	3:105	PF01840.12	TCL1_MTCP1	Family	\N	\N
7065	P98198	E1-E2_ATPase	104:368	PF00122.15	E1-E2_ATPase	Family	\N	\N
7066	P98198	HAD	408:842	PF12710.2	HAD	Family	CL0137	HAD
7067	P11233	Ras	16:176	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
7068	P14555	Phospholip_A2_1	21:135	PF00068.14	Phospholip_A2_1	Domain	\N	\N
7069	Q9HC56	Cadherin_2	26:117	PF08266.7	Cadherin_2	Domain	CL0159	E-set
7070	Q9HC56	Cadherin+Cadherin	148:242,259:349	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
7071	Q9HC56	Cadherin+Cadherin	371:459,476:563	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
7072	Q9HC56	Cadherin+Cadherin	578:665,693:763	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
7073	Q9HC56	Protocadherin	777:1002	PF08374.6	Protocadherin	Family	\N	\N
7074	Q92876	Trypsin	23:237	PF00089.21	Trypsin	Domain	CL0124	Peptidase_PA
7075	P01619	V-set	2:106	PF07686.12	V-set	Domain	CL0011	Ig
7076	P23297	S_100	5:47	PF01023.14	S_100	Domain	CL0220	EF_hand
7077	P23297	EF-hand_1	55:81	PF00036.27	EF-hand_1	Domain	CL0220	EF_hand
7078	Q99525	Histone	28:93	PF00125.19	Histone	Domain	CL0012	Histone
7079	Q9H7Z3	\NRDE-2	308:649	PF08424.5	\NRDE-2	Family	\N	\N
7080	P68431	Histone	58:132	PF00125.19	Histone	Domain	CL0012	Histone
7081	Q96QC0	Med26	94:144	PF08711.6	Med26	Domain	\N	\N
7082	Q96QC0	zf-CCCH	909:932	PF00642.19	zf-CCCH	Family	CL0537	CCCH_zf
7083	Q9UNE2	FYVE_2	46:158	PF02318.11	FYVE_2	Family	CL0390	zf-FYVE-PHD
7084	Q92600	Rcd1	24:285	PF04078.8	Rcd1	Family	\N	\N
7085	Q6IF42	7tm_4	138:282	PF13853.1	7tm_4	Family	CL0192	GPCR_A
7086	O43826	MFS_1	18:380	PF07690.11	MFS_1	Family	CL0015	MFS
7087	P02008	Globin	8:107	PF00042.17	Globin	Domain	CL0090	Globin
7088	Q9NS15	TB	291:323	PF00683.12	TB	Family	\N	\N
7089	Q9NS15	EGF_CA	355:394	PF07645.10	EGF_CA	Domain	CL0001	EGF
7090	Q9NS15	TB	414:454	PF00683.12	TB	Family	\N	\N
7091	Q9NS15	EGF_CA	616:658	PF07645.10	EGF_CA	Domain	CL0001	EGF
7092	Q9NS15	EGF_CA	660:694	PF07645.10	EGF_CA	Domain	CL0001	EGF
7093	Q9NS15	EGF_CA	703:742	PF07645.10	EGF_CA	Domain	CL0001	EGF
7094	Q9NS15	EGF_CA	744:783	PF07645.10	EGF_CA	Domain	CL0001	EGF
7095	Q9NS15	EGF_CA	785:824	PF07645.10	EGF_CA	Domain	CL0001	EGF
7096	Q9NS15	cEGF	847:869	PF12662.2	cEGF	Domain	CL0001	EGF
7097	Q9NS15	EGF_CA	866:907	PF07645.10	EGF_CA	Domain	CL0001	EGF
7098	Q9NS15	TB	929:970	PF00683.12	TB	Family	\N	\N
7099	Q9NS15	EGF_CA	993:1026	PF07645.10	EGF_CA	Domain	CL0001	EGF
7100	Q9NS15	EGF_CA	1036:1075	PF07645.10	EGF_CA	Domain	CL0001	EGF
7101	Q9NS15	EGF_CA	1082:1121	PF07645.10	EGF_CA	Domain	CL0001	EGF
7102	Q9NS15	TB	1146:1181	PF00683.12	TB	Family	\N	\N
7103	Q9NS15	EGF_CA	1254:1297	PF07645.10	EGF_CA	Domain	CL0001	EGF
7104	O15145	P21-Arc	1:173	PF04062.9	P21-Arc	Family	\N	\N
7105	Q13405	Img2	81:166	PF05046.9	Img2	Domain	\N	\N
7106	Q8IWN7	DCX	51:111	PF03607.12	DCX	Family	\N	\N
7107	Q8IWN7	DCX	168:226	PF03607.12	DCX	Family	\N	\N
7108	Q6ZNA5	Reeler	31:156	PF02014.11	Reeler	Family	\N	\N
7109	Q6ZNA5	DOMON	217:331	PF03351.12	DOMON	Domain	\N	\N
7110	P06753	Tropomyosin	49:284	PF00261.15	Tropomyosin	Family	CL0452	Tropomyosin-lke
7111	P46087	\Nol1_Nop2_Fmu	300:585	PF01189.12	\Nol1_Nop2_Fmu	Family	CL0063	\NADP_Rossmann
7112	P46087	P120R	623:644,683:705,749:768	PF08062.6,PF08062.6,PF08062.6	P120R,P120R,P120R	Repeat,Repeat,Repeat	\N	\N
7113	P57054	PIG-P	34:148	PF08510.7	PIG-P	Family	\N	\N
7114	P68104	GTP_EFTU+GTP_EFTU_D2	5:237,260:326	PF00009.22,PF03144.20	GTP_EFTU,GTP_EFTU_D2	Domain,Domain	CL0023,CL0023	P-loop_NTPase,P-loop_NTPase
7115	P68104	GTP_EFTU_D3	334:441	PF03143.12	GTP_EFTU_D3	Domain	\N	\N
7116	P48380	RFX1_trans_act	1:139	PF04589.8	RFX1_trans_act	Family	\N	\N
7117	P48380	RFX_DNA_binding	176:259	PF02257.10	RFX_DNA_binding	Domain	CL0123	HTH
7118	Q96K19	zf-C3HC4	87:129	PF00097.20	zf-C3HC4	Domain	CL0229	RING
7119	Q96K19	DUF1232	202:239	PF06803.7	DUF1232	Family	\N	\N
7120	Q3LI72	KRTAP	1:66	PF11759.3	KRTAP	Family	\N	\N
7121	O75346	KRAB	5:44	PF01352.22	KRAB	Family	\N	\N
7122	O75346	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	187:210,214:239,242:266	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7123	O75346	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	270:295,326:349,354:379	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7124	O75346	zf-H2C2_2+zf-H2C2_2	385:406,411:434	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
7125	O75346	zf-H2C2_2	439:461	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
7126	P04629	LRR_8	92:150	PF13855.1	LRR_8	Repeat	CL0022	LRR
7127	P04629	Pkinase_Tyr	512:781	PF07714.12	Pkinase_Tyr	Domain	CL0016	PKinase
7128	A6NMD2	GOLGA2L5	197:338	PF15070.1	GOLGA2L5	Family	\N	\N
7129	A6NMD2	GOLGA2L5	348:419	PF15070.1	GOLGA2L5	Family	\N	\N
7130	A6NMD2	GOLGA2L5	486:570	PF15070.1	GOLGA2L5	Family	\N	\N
7131	P17481	Homeobox	147:203	PF00046.24	Homeobox	Domain	CL0123	HTH
7132	P50221	Homeobox	172:228	PF00046.24	Homeobox	Domain	CL0123	HTH
7133	Q9HCI5	MAGE	498:668	PF01454.14	MAGE	Family	\N	\N
7134	Q9HCI5	MAGE	752:914	PF01454.14	MAGE	Family	\N	\N
7135	P11597	LBP_BPI_CETP	36:209	PF01273.20	LBP_BPI_CETP	Family	\N	\N
7136	P11597	LBP_BPI_CETP_C	243:480	PF02886.12	LBP_BPI_CETP_C	Domain	\N	\N
7137	P61960	Ufm1	2:77	PF03671.9	Ufm1	Family	CL0072	Ubiquitin
7138	A6NHA9	7tm_4	137:278	PF13853.1	7tm_4	Family	CL0192	GPCR_A
7139	O75157	TSC22	694:751	PF01166.13	TSC22	Family	\N	\N
7140	Q9BYZ2	Ldh_1_N	71:209	PF00056.18	Ldh_1_N	Family	CL0063	\NADP_Rossmann
7141	Q9BYZ2	Ldh_1_C	213:378	PF02866.13	Ldh_1_C	Domain	CL0341	LDH_C
7142	Q8NGH6	7tm_4	165:303	PF13853.1	7tm_4	Family	CL0192	GPCR_A
7143	O00238	Activin_recp	30:109	PF01064.18	Activin_recp	Domain	CL0117	uPAR_Ly6_toxin
7144	O00238	TGF_beta_GS	174:202	PF08515.7	TGF_beta_GS	Family	\N	\N
7145	O00238	Pkinase	205:489	PF00069.20	Pkinase	Domain	CL0016	PKinase
7146	Q96B86	RGM_N	48:222	PF06535.7	RGM_N	Family	\N	\N
7147	Q96B86	RGM_C	226:412	PF06534.8	RGM_C	Family	\N	\N
7148	Q9UK41	VPS28	39:220	PF03997.7	VPS28	Family	\N	\N
7149	Q9Y3T6	R3H	59:119	PF01424.17	R3H	Domain	\N	\N
7150	Q6NVV3	Mg_trans_NIPA	66:361	PF05653.9	Mg_trans_NIPA	Family	CL0184	DMT
7151	P58876	Histone	32:101	PF00125.19	Histone	Domain	CL0012	Histone
7152	Q9NZZ3	Snf7	13:195	PF03357.16	Snf7	Family	CL0235	PspA
7153	O94900	HMG_box	261:329	PF00505.14	HMG_box	Domain	CL0114	HMG-box
7154	P09651	RRM_1	16:84	PF00076.17	RRM_1	Domain	CL0221	RRM
7155	P09651	RRM_1	107:175	PF00076.17	RRM_1	Domain	CL0221	RRM
7156	O95238	SAM_PNT	132:212	PF02198.11	SAM_PNT	Domain	CL0003	SAM
7157	O95238	Ets	249:333	PF00178.17	Ets	Domain	CL0123	HTH
7158	Q969F1	TFIIIC_sub6	43:77	PF10419.4	TFIIIC_sub6	Family	\N	\N
7159	Q9C0I1	Myotub-related	182:280	PF06602.9	Myotub-related	Domain	CL0031	Phosphatase
7160	Q9C0I1	Myotub-related	321:501	PF06602.9	Myotub-related	Domain	CL0031	Phosphatase
7161	Q9C0I1	3-PAP	559:686	PF12578.3	3-PAP	Family	\N	\N
7162	Q9HCM4	FERM_N	47:123	PF09379.5	FERM_N	Domain	CL0072	Ubiquitin
7163	Q9HCM4	FERM_M+FERM_C	127:235,241:330	PF00373.13,PF09380.5	FERM_M,FERM_C	Domain,Domain	\N	\N
7164	Q9HCM4	FA	336:379	PF08736.6	FA	Family	\N	\N
7165	Q9H1A4	Apc1	149:227	PF12859.2	Apc1	Family	\N	\N
7166	Q9UKR0	Trypsin	22:241	PF00089.21	Trypsin	Domain	CL0124	Peptidase_PA
7167	Q02246	Ig_2	52:126	PF13895.1	Ig_2	Domain	CL0011	Ig
7168	Q02246	I-set+I-set+I-set+I-set	247:318,330:412,431:505,510:604	PF07679.11,PF07679.11,PF07679.11,PF07679.11	I-set,I-set,I-set,I-set	Domain,Domain,Domain,Domain	CL0011,CL0011,CL0011,CL0011	Ig,Ig,Ig,Ig
7169	Q02246	fn3+fn3	610:697,713:800	PF00041.16,PF00041.16	fn3,fn3	Domain,Domain	CL0159,CL0159	E-set,E-set
7170	Q02246	fn3	815:900	PF00041.16	fn3	Domain	CL0159	E-set
7171	Q9Y3T9	\Noc2	326:623	PF03715.8	\Noc2	Family	\N	\N
7172	Q14584	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	227:251,255:278,283:306	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7173	Q14584	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	311:335,339:362,366:390	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7174	Q14584	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	395:418,422:447,450:474	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7175	Q14584	zf-H2C2_2	481:503	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
7176	Q14584	zf-H2C2_2	507:531	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
7177	P46779	Ribosomal_L28e	5:121	PF01778.12	Ribosomal_L28e	Family	\N	\N
7178	Q9C0B0	zf-CCCH	294:319	PF00642.19	zf-CCCH	Family	CL0537	CCCH_zf
7179	Q68CR7	LRR_8	87:129	PF13855.1	LRR_8	Repeat	CL0022	LRR
7180	Q68CR7	LRR_8	196:237	PF13855.1	LRR_8	Repeat	CL0022	LRR
7181	Q9UBC9	Cornifin	17:75,67:167	PF02389.10,PF02389.10	Cornifin,Cornifin	Family,Family	\N	\N
7182	Q92567	TCRP1	1:244	PF14944.1	TCRP1	Family	\N	\N
7183	Q9UBP5	HLH	53:104	PF00010.21	HLH	Domain	\N	\N
7184	Q9UBP5	Hairy_orange	123:163	PF07527.8	Hairy_orange	Domain	\N	\N
7185	Q9H974	TGT	128:410	PF01702.13	TGT	Family	\N	\N
7186	Q9BRR6	ADP_PFK_GK	69:492	PF04587.10	ADP_PFK_GK	Family	CL0118	Ribokinase
7187	Q96MR7	DUF4608	6:78	PF15381.1	DUF4608	Family	\N	\N
7188	O75054	V-set+V-set	22:132,151:248	PF07686.12,PF07686.12	V-set,V-set	Domain,Domain	CL0011,CL0011	Ig,Ig
7189	O75054	V-set+V-set	294:385,421:514	PF07686.12,PF07686.12	V-set,V-set	Domain,Domain	CL0011,CL0011	Ig,Ig
7190	O75054	V-set	681:785	PF07686.12	V-set	Domain	CL0011	Ig
7191	O75054	V-set	820:921	PF07686.12	V-set	Domain	CL0011	Ig
7192	Q6ZS81	PH_BEACH	2455:2507	PF14844.1	PH_BEACH	Domain	CL0266	PH
7193	Q6ZS81	Beach	2540:2821	PF02138.13	Beach	Family	\N	\N
7194	Q6ZS81	WD40	2976:3010	PF00400.27	WD40	Repeat	CL0186	Beta_propeller
7195	O15016	zf-B_box	64:99	PF00643.19	zf-B_box	Domain	\N	\N
7196	O15016	PHD	972:1016	PF00628.24	PHD	Domain	CL0390	zf-FYVE-PHD
7197	O15016	Bromodomain	1050:1132	PF00439.20	Bromodomain	Domain	\N	\N
7198	Q9H8G2	CAAP1	132:195	PF15335.1	CAAP1	Family	\N	\N
7199	Q6PL18	AAA	464:597	PF00004.24	AAA	Family	CL0023	P-loop_NTPase
7200	Q6PL18	Bromodomain	1004:1068	PF00439.20	Bromodomain	Domain	\N	\N
7201	Q96QH2	hSH3	624:703	PF14603.1	hSH3	Domain	CL0010	SH3
7202	Q9UNS2	PCI	259:361	PF01399.22	PCI	Family	CL0123	HTH
7203	Q9HAB3	DUF1011	271:371	PF06237.7	DUF1011	Family	\N	\N
7204	Q96A32	EF-hand_6	29:55	PF13405.1	EF-hand_6	Domain	CL0220	EF_hand
7205	Q5JWR5	Dopey_N	11:298	PF04118.9	Dopey_N	Family	\N	\N
7206	P52435	RNA_pol_L_2	29:105	PF13656.1	RNA_pol_L_2	Domain	CL0509	RBP11-like
7207	Q96EN9	DNA_repr_REX1B	81:158	PF14966.1	DNA_repr_REX1B	Family	\N	\N
7208	O00244	HMA	6:60	PF00403.21	HMA	Domain	\N	\N
7209	Q15040	Josephin	30:177	PF02099.12	Josephin	Family	\N	\N
7210	O75339	Mucin2_WxxW	55:139	PF13330.1	Mucin2_WxxW	Family	\N	\N
7211	O75339	TSP_1	153:200	PF00090.14	TSP_1	Family	\N	\N
7212	O75339	Ig_2	320:394	PF13895.1	Ig_2	Domain	CL0011	Ig
7213	Q53SF7	Cobl	212:290	PF09469.5	Cobl	Domain	CL0072	Ubiquitin
7214	P55160	\Nckap1	6:1123	PF09735.4	\Nckap1	Family	\N	\N
7215	Q5T5C0	LLGL	272:384	PF08366.8	LLGL	Family	\N	\N
7216	Q5T5C0	Lgl_C	906:1024	PF08596.5	Lgl_C	Family	CL0186	Beta_propeller
7217	O95271	Ank_2	186:279	PF12796.2	Ank_2	Family	CL0465	Ank
7218	O95271	Ank_5	273:322	PF13857.1	Ank_5	Domain	CL0465	Ank
7219	O95271	Ank	339:431,436:465,526:618,654:747	PF12796.2,PF00023.25,PF12796.2,PF12796.2	Ank_2,Ank,Ank_2,Ank_2	Family,Repeat,Family,Family	CL0465,CL0465,CL0465,CL0465	Ank,Ank,Ank,Ank
7220	O95271	Ank_4	752:789	PF13637.1	Ank_4	Domain	CL0465	Ank
7221	O95271	Ank_2	809:899	PF12796.2	Ank_2	Family	CL0465	Ank
7222	O95271	Ank_5	896:943	PF13857.1	Ank_5	Domain	CL0465	Ank
7223	O95271	SAM_2	1030:1086	PF07647.12	SAM_2	Domain	CL0003	SAM
7224	O95271	PARP	1111:1309	PF00644.15	PARP	Family	CL0084	ADP-ribosyl
7225	Q9H8U3	zf-A20	17:36	PF01754.11	zf-A20	Family	\N	\N
7226	Q9H8U3	zf-AN1	157:198	PF01428.11	zf-AN1	Family	\N	\N
7227	Q6NSW7	Homeobox	97:152	PF00046.24	Homeobox	Domain	CL0123	HTH
7228	Q7L7V1	HA2	457:548	PF04408.18	HA2	Domain	\N	\N
7229	Q7L7V1	OB_NTP_bind	591:696	PF07717.11	OB_NTP_bind	Domain	CL0021	OB
7230	Q70IA8	Mob1_phocein	33:207	PF03637.12	Mob1_phocein	Family	\N	\N
7231	Q9HAP2	HLH	721:770	PF00010.21	HLH	Domain	\N	\N
7232	O14607	TPR_17	270:300	PF13431.1	TPR_17	Repeat	CL0020	TPR
7233	O14607	TPR_11	315:375	PF13414.1	TPR_11	Repeat	CL0020	TPR
7234	O14607	JmjC	1080:1188	PF02373.17	JmjC	Family	CL0029	Cupin
7235	Q9BZA4	Taxilin	1:103	PF09728.4	Taxilin	Family	\N	\N
7236	A5PLN7	DUF3719	292:358	PF12516.3	DUF3719	Family	\N	\N
7237	P83876	DIM1	4:136	PF02966.11	DIM1	Domain	CL0172	Thioredoxin
7238	Q14533	Filament	105:416	PF00038.16	Filament	Family	\N	\N
7239	A6NNN8	Aa_trans	24:420	PF01490.13	Aa_trans	Family	CL0062	APC
7240	Q15291	WD40	61:94	PF00400.27	WD40	Repeat	CL0186	Beta_propeller
7241	Q6UW68	DUF4149	18:114	PF13664.1	DUF4149	Domain	CL0430	CopD_like
7242	Q9HC58	\Na_Ca_ex	124:254	PF01699.19	\Na_Ca_ex	Family	\N	\N
7243	Q9HC58	\Na_Ca_ex	485:624	PF01699.19	\Na_Ca_ex	Family	\N	\N
7244	P62079	Tetraspannin	14:258	PF00335.15	Tetraspannin	Family	CL0347	Tetraspannin
7245	Q9NPI9	IRK	37:354	PF01007.15	IRK	Family	CL0030	Ion_channel
7246	Q16654	BCDHK_Adom3	34:195	PF10436.4	BCDHK_Adom3	Family	\N	\N
7247	Q16654	HATPase_c	244:365	PF02518.21	HATPase_c	Domain	CL0025	His_Kinase_A
7248	P30301	MIP	3:219	PF00230.15	MIP	Family	\N	\N
7249	Q6ZVM7	VHS	8:148	PF00790.14	VHS	Family	CL0009	ENTH_VHS
7250	Q6ZVM7	GAT	217:313	PF03127.9	GAT	Domain	\N	\N
7251	Q8IYB3	PWI	45:116	PF01480.12	PWI	Family	\N	\N
7252	Q96NY9	ERCC4	273:413	PF02732.10	ERCC4	Domain	CL0236	PDDEXK
7253	Q9UBN1	PMP22_Claudin	7:202	PF00822.15	PMP22_Claudin	Family	CL0375	Transporter
7254	P34998	HRM	42:104	PF02793.17	HRM	Family	\N	\N
7255	P34998	7tm_2	170:388	PF00002.19	7tm_2	Family	CL0192	GPCR_A
7256	Q9NY56	Lipocalin	26:163	PF00061.18	Lipocalin	Domain	CL0116	Calycin
7257	P04118	Colipase	21:60	PF01114.13	Colipase	Domain	\N	\N
7258	P04118	Colipase_C	62:106	PF02740.9	Colipase_C	Domain	\N	\N
7259	Q9UMS6	PDZ	11:84	PF00595.19	PDZ	Domain	CL0466	PDZ-like
7260	P52198	Ras	9:176	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
7261	Q86UD0	Suppressor_APC	224:306	PF11414.3	Suppressor_APC	Family	\N	\N
7262	Q9H5Q4	RrnaAD	95:378	PF00398.15	RrnaAD	Domain	CL0063	\NADP_Rossmann
7263	Q9BQI6	Ank	792:869,874:902	PF12796.2,PF00023.25	Ank_2,Ank	Family,Repeat	CL0465,CL0465	Ank,Ank
7264	P27918	TSP_1+TSP_1+TSP_1	81:132,140:190,261:312	PF00090.14,PF00090.14,PF00090.14	TSP_1,TSP_1,TSP_1	Family,Family,Family	\N	\N
7265	P27918	TSP_1	320:376	PF00090.14	TSP_1	Family	\N	\N
7266	Q96PU5	C2	22:108	PF00168.25	C2	Domain	CL0154	C2
7267	Q96PU5	WW+WW	195:224,387:416	PF00397.21,PF00397.21	WW,WW	Domain,Domain	\N	\N
7268	Q96PU5	WW+WW	499:528,550:579	PF00397.21,PF00397.21	WW,WW	Domain,Domain	\N	\N
7269	Q96PU5	HECT	670:972	PF00632.20	HECT	Domain	CL0552	Hect
7270	Q8IY67	RRM_6	61:115	PF14259.1	RRM_6	Domain	CL0221	RRM
7271	Q8IY67	RRM_1	135:203	PF00076.17	RRM_1	Domain	CL0221	RRM
7272	Q8IY67	RRM_6	224:293	PF14259.1	RRM_6	Domain	CL0221	RRM
7273	P29460	IL12p40_C	125:217	PF10420.4	IL12p40_C	Domain	\N	\N
7274	P47887	7TM_GPCR_Srsx	39:160	PF10320.4	7TM_GPCR_Srsx	Family	CL0192	GPCR_A
7275	P47887	7tm_4	149:292	PF13853.1	7tm_4	Family	CL0192	GPCR_A
7276	Q8N539	Fibrinogen_C	241:457	PF00147.13	Fibrinogen_C	Domain	CL0422	Fibrinogen_C
7277	Q9NYW7	TAS2R	1:296	PF05296.8	TAS2R	Family	CL0192	GPCR_A
7278	P78527	\NUC194	1815:2210	PF08163.7	\NUC194	Domain	\N	\N
7279	P78527	FAT	3023:3470	PF02259.18	FAT	Family	CL0020	TPR
7280	P78527	PI3_PI4_kinase	3748:4014	PF00454.22	PI3_PI4_kinase	Family	\N	\N
7281	P78527	FATC	4097:4128	PF02260.15	FATC	Family	\N	\N
7282	Q15067	Acyl-CoA_ox_N	15:133	PF14749.1	Acyl-CoA_ox_N	Domain	CL0544	AcylCoA_ox_dh_N
7283	Q15067	Acyl-CoA_dh_M	136:193	PF02770.14	Acyl-CoA_dh_M	Domain	\N	\N
7284	Q15067	ACOX	476:658	PF01756.14	ACOX	Family	CL0087	Acyl-CoA_dh
7285	Q5TAQ9	WD40	187:221	PF00400.27	WD40	Repeat	CL0186	Beta_propeller
7286	P17540	ATP-gua_PtransN	55:134	PF02807.10	ATP-gua_PtransN	Domain	\N	\N
7287	P17540	ATP-gua_Ptrans	155:401	PF00217.14	ATP-gua_Ptrans	Domain	CL0286	GCS
7288	Q6ZMY9	KRAB	14:54	PF01352.22	KRAB	Family	\N	\N
7289	Q6ZMY9	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	192:216,220:243,248:272	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7290	Q6ZMY9	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	276:298,383:406,410:434	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
7291	Q6ZMY9	zf-H2C2_2	439:462	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
